product_name,image_link,rating,price,number_of_ratings,product_link,price_before_discount,brand,operating_system,RAM,CPU,storage,screen_size,cellular_technology,model_name,cpu_model,available_colors
"Samsung Galaxy Z Flip3 5G (128GB, 8GB) 6.7"" AMOLED, Snapdragon 888, 5G VoLTE, Fully Unlocked, F711U, Lavender (Renewed)",https://m.media-amazon.com/images/I/61OOF+0pGlL._AC_UL320_.jpg,4.0 out of 5 stars,238.36,844,/SAMSUNG-Galaxy-Unlocked-Smartphone-Intuitive/dp/B09FRBJZSY/ref=sr_1_180?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-180,$259.99,SAMSUNG,Android,8 GB,,128 GB,6.7 Inches,5G,Galaxy Z Flip3 5G,Snapdragon,
"OnePlus 12,12GB RAM+256GB,Dual-SIM,Unlocked Android Smartphone,Supports Fastest 50W Wireless Charging,with The Latest Mobile Processor,Advanced Hasselblad Camera,5400 mAh Battery,2024,Silky Black",https://m.media-amazon.com/images/I/71NW2QaIzlL._AC_UL320_.jpg,4.6 out of 5 stars,699.99,487,/OnePlus-Dual-SIM-Smartphone-Processor-Hasselblad/dp/B0CQ5MYYZL/ref=sr_1_181?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-181,$799.99,OnePlus,Android 14,12 GB,,12 GB,6.82 Inches,5G,OnePlus 12,,256GB
"Motorola Moto G Stylus | 2022 | 2-Day Battery | Unlocked | Made for US 4/128GB | 50MP Camera | Twilight Blue | 4G RAM, 4G/3G cellular technology",https://m.media-amazon.com/images/I/61Q-xaqufQL._AC_UL320_.jpg,4.3 out of 5 stars,161.95,"1,231",/Motorola-Stylus-Battery-Unlocked-Twilight/dp/B0CBNLS6BD/ref=sr_1_182?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-182,,Motorola,Android 10.0,4 GB,2 GHz,4 GB,6.8 Inches,4G / 3G,Moto G Stylus,,
"AGM M9 Rugged Basic Cell Phone, 4G Feature Phone, Simple Mobile Phones, Waterproof, Drop-Proof, Large Buttons, Large Font, Speed Dial, 3 Card Slots, FM Radio, w/Flashlight, 1000mAh, for T-Mobile Only",https://m.media-amazon.com/images/I/61aG2rNt-YL._AC_UL320_.jpg,3.9 out of 5 stars,49.99,282,/AGM-Waterproof-Drop-Proof-Dialling-T-Mobile/dp/B0CN6Q9D6T/ref=sr_1_183?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-183,$79.99,AGM,THreadx,48 MB,,0.12 GB,2.4 Inches,4G,AGM-M9-4G,Unknown,48MB+128MB | 4G
"SAMSUNG Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 128GB Storage US Warranty, Phantom Black (Renewed)",https://m.media-amazon.com/images/I/61E+6my831L._AC_UL320_.jpg,3.9 out of 5 stars,289.36,"1,566",/Galaxy-Unlocked-Smartphone-Intuitive-Warranty/dp/B09GBLFSB2/ref=sr_1_187?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-187,,SAMSUNG,Android 11.0,8 GB,,128 GB,6.7 Inches,"GSM, CDMA, EVDO, LTE, HSPA",Galaxy Z Flip3 5G,Snapdragon,
"Samsung Galaxy Note 10, 256GB, Aura Black - Fully Unlocked (Renewed)",https://m.media-amazon.com/images/I/51-P9DmoguL._AC_UL320_.jpg,4.2 out of 5 stars,227.44,"4,044",/Samsung-Galaxy-Note-10-Unlocked/dp/B07Z3XZDT5/ref=sr_1_188?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-188,,SAMSUNG,Android,12 GB,,256 GB,6.3 Inches,"GSM, CDMA, TD-SCDMA, LTE",Galaxy Note 10,,"Aura Black, Aura White"
"Samsung Galaxy S22 Ultra 5G, Phantom White, 512GB, 8K Camera, S Pen, Long Battery Life, Fast Processor, Factory Unlocked",https://m.media-amazon.com/images/I/61NiMaFqtGL._AC_UL320_.jpg,3.8 out of 5 stars,489.98,126,/Samsung-Smartphone-Unlocked-Brightest-Processor/dp/B09WXQN9KN/ref=sr_1_189?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-189,$929.97,SAMSUNG,Android,12 GB,3 GHz,512 GB,6.8 Inches,5G,Galaxy S22 Ultra 5G,,
"Total by Verizon Samsung Galaxy A14 5G, 64GB, Black - Prepaid Smartphone (Locked)",https://m.media-amazon.com/images/I/81amPJwm3YL._AC_UL320_.jpg,4.1 out of 5 stars,69.99,155,/Total-Verizon-Samsung-Galaxy-Black/dp/B0CCT22SDM/ref=sr_1_190?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-190,,Total By Verizon,Android 13.0,64 GB,2.2 GHz,64 GB,6.5 Inches,5G,Samsung Galaxy A14 5G,,Wireless Device
"Samsung Galaxy S21 FE 5G Cell Phone, Factory Unlocked Android Smartphone, 128GB, 120Hz Display, Pro Grade Camera, All Day Intelligent Battery, US Version, Lavender (Renewed)",https://m.media-amazon.com/images/I/61rLxzKsm3L._AC_UL320_.jpg,4.1 out of 5 stars,199.99,533,/Samsung-Galaxy-S21-FE-Intelligent/dp/B09SJ3971F/ref=sr_1_191?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-191,,SAMSUNG,Android,6 GB,,6 GB,6.4 Inches,5G,Galaxy S21 FE 5G,Snapdragon,"Lavender, Olive, White"
"Google Pixel 7 Pro 5G, US Version, 128GB, Obsidian - Unlocked (Renewed)",https://m.media-amazon.com/images/I/51s9hFUcOWL._AC_UL320_.jpg,4.1 out of 5 stars,329.95,439,/Google-Pixel-Pro-Smartphone-Telephoto/dp/B0BKDTVR8B/ref=sr_1_192?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-192,$414.99,Google,Android 13.0,12 GB,2.5 GHz,128 GB,6.7 Inches,5G,Pixel 7 Pro,,"Hazel, Obsidian, Snow"
"Apple iPhone 14 Plus, 128GB, Purple - Unlocked (Renewed Premium)",https://m.media-amazon.com/images/I/61YSNhAb00L._AC_UL320_.jpg,4.5 out of 5 stars,584.97,75,/Apple-iPhone-Plus-128GB-Purple/dp/B0BYHB374M/ref=sr_1_193?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-193,,Apple,iOS 16,128 GB,,128 GB,6.7 Inches,5G,iPhone 14 Plus,,
Google Pixel 4a - Unlocked Android Smartphone - 128 GB of Storage - Up to 24 Hour Battery - Just Black,https://m.media-amazon.com/images/I/7199N-Uz2AL._AC_UL320_.jpg,4.5 out of 5 stars,159.98,"10,411",/Google-Pixel-4a-Unlocked-Smartphone/dp/B08CFSZLQ4/ref=sr_1_194?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-194,$184.99,Google,Android,6 GB,2 GHz,128 GB,5.8 Inches,"GSM, HSPA, LTE, HSDPA",Pixel 4a,Snapdragon,"Barely Blue, Just Black"
"SAMSUNG Galaxy A04e (SM-A042M/DS) Dual SIM 32GB, 6.5"" GSM Unlocked, International Version (32GB SD Card Bundle) - Copper",https://m.media-amazon.com/images/I/71lU--AdBeL._AC_UL320_.jpg,3.8 out of 5 stars,92.90,219,/SAMSUNG-SM-A042M-DS-Unlocked-International/dp/B0BM6P44R1/ref=sr_1_195?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-195,$105.00,SAMSUNG,Android,3 GB,,3 GB,6.5 Inches,4G,A04e,,
MOTOROLA Moto ONE 5G UW ACE 64GB Volcanic Grey-(Verizon),https://m.media-amazon.com/images/I/51yIRlVrYkL._AC_UL320_.jpg,4.0 out of 5 stars,79.00,79,/MOTOROLA-Moto-Volcanic-Grey-Verizon/dp/B09MMLPD1L/ref=sr_1_196?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-196,,Motorola,Android,,2.2 GHz,64 GB,6.7 Inches,5G,MOTO ONE 5G UW ACE,,
"Apple iPhone XS Max, US Version, 64GB, Space Gray - Unlocked (Renewed)",https://m.media-amazon.com/images/I/61dfat0e2uL._AC_UL320_.jpg,4.3 out of 5 stars,234.95,"13,489",/Apple-iPhone-XS-Max-Unlocked/dp/B07K8RNW7H/ref=sr_1_197?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-197,,Apple,iOS,,,64 GB,6.5 Inches,"GSM, CDMA, HSPA, EVDO, LTE, HSDPA",iPhone XS Max,,"Gold, Silver, Space Gray"
"Apple iPhone 15 Pro, 256GB, Black Titanium - Unlocked (Renewed)",https://m.media-amazon.com/images/I/611hvTRY5eL._AC_UL320_.jpg,4.3 out of 5 stars,879.97,403,/Apple-iPhone-15-Pro-Titanium/dp/B0CMZ5LT14/ref=sr_1_198?dib=eyJ2IjoiMSJ9.V5Fr4txIS7EKHmcLPErP2F9sYPOx2iTjCohYcv_63VarJFW-pWADb0OEH8TqfIfFK_MhMKPfrQmp3P9aMectF-e6wfRwfrnFOxwrrYbq__MKp1sTGK67Ppk5_RAP4l28I3mBHLA3NELI4rTUPHFDm9qF8q9veK0_G38CZqolNZ4p0RxqT-w71eO-tYxcWBxmjWbFzeOGsIKVMdlD-WbD3Gd_fMB5XR5urEMLAe2cz1B--yTXyyYs4hjQIKI-8ozfoZqnWjgzipB8KKX4YDMGWrFXxiRNsmn3EP8nvUREQdk.NsWdrspGaNcD0l7xR_f6FkHc_12VNUOFoepBivZlmEY&dib_tag=se&qid=1725956600&s=wireless&sr=1-198,,Apple,iOS 17,8 GB,,256 GB,6.1 Inches,5G,iPhone 15 Pro,,"Black Titanium, Blue Titanium, Natural Titanium, White Titanium"
"Apple iPhone 13 Pro Max, 128GB, Gold - Unlocked (Renewed)",https://m.media-amazon.com/images/I/51tFyA6q6eL._AC_UL320_.jpg,4.2 out of 5 stars,621.74,456,/Apple-iPhone-13-Pro-Max/dp/B09LP862LG/ref=sr_1_196?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-196,,Apple,iOS 15,,,128 GB,6.7 Inches,5G,iPhone 13 Pro Max,,
"SAMSUNG Galaxy A03 Core (SM-A032/DS) Dual SIM 32GB/ 2GB RAM, GSM Unlocked International Version - No Warranty - Black",https://m.media-amazon.com/images/I/61EYfTYzWML._AC_UL320_.jpg,3.8 out of 5 stars,89.00,"1,814",/Samsung-Galaxy-A03-Core-International/dp/B09Q98BRRN/ref=sr_1_197?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-197,,SAMSUNG,Android 11.0,2 GB,1.6 GHz,32 GB,6.5 Inches,"LTE, GSM,UMTS",Galaxy A03 Core,,"Black, Blue"
"Apple iPhone 11, 64GB, White - Unlocked (Renewed Premium)",https://m.media-amazon.com/images/I/613KzeDTHrS._AC_UL320_.jpg,4.4 out of 5 stars,295.00,"2,830",/Apple-iPhone-11-64GB-White/dp/B08BHKSZ5P/ref=sr_1_198?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-198,,Apple,iOS 16,64 GB,,64 GB,6 Inches,4G,iPhone 11,,"Black, Green, Purple, Red, White, Yellow"
"Apple iPhone X, US Version, 256GB, Space Gray - T-Mobile (Renewed)",https://m.media-amazon.com/images/I/711tRLK9MEL._AC_UL320_.jpg,3.7 out of 5 stars,180.00,138,/Apple-iPhone-256GB-Space-Gray/dp/B07RV2WQBM/ref=sr_1_199?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-199,,Apple,,,,256 GB,5.8 Inches,4G,iPhone X,,256GB
"Apple iPhone 15 Pro Max, 512GB, Blue Titanium - Unlocked (Renewed Premium)",https://m.media-amazon.com/images/I/3115lGL9zTL._AC_UL320_.jpg,3.9 out of 5 stars,"1,099.00",15,/Apple-iPhone-512GB-Blue-Titanium/dp/B0CRJ3HN3X/ref=sr_1_200?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-200,"$1,199.00",Apple,iOS 16,8 GB,,512 GB,6.7 Inches,5G,iPhone 15 Pro Max,,
"Apple iPhone 14 Plus, 256GB, Midnight - Unlocked (Renewed Premium)",https://m.media-amazon.com/images/I/61B0+qQriPL._AC_UL320_.jpg,3.9 out of 5 stars,567.81,32,/Apple-iPhone-14-Plus-Midnight/dp/B0BYHD5LN7/ref=sr_1_201?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-201,$629.00,Apple,iOS 16,256 GB,,256 GB,6.7 Inches,5G,iPhone 14 Plus,,
Motorola Moto G Stylus | 2023 | 4+128GB | 50 MP Camera | Unlocked | Midnight Blue (Renewed),https://m.media-amazon.com/images/I/41swjEkPO2L._AC_UL320_.jpg,4.0 out of 5 stars,105.90,37,/Motorola-Stylus-Unlocked-Midnight-Renewed/dp/B0CLMKYP82/ref=sr_1_202?dib=eyJ2IjoiMSJ9.FiXYtty_agki1cEmJ9cVuF9_WxD2ccgpHnvaFI4sqVLyBJaMDnqk2pEIIhy62iMDuNLxhYOtyUaQCDbQQy7R5L2wBSFwull5vJdgwmH7ePhNapOQFK8mt4elVDKHBZgBEr3HUjPtNf8srxraKtAfobwTaA2lHzTYhxe8cpbjz9cT1JzQB0s8v0sppEac0uLcmvWp34_lxJKlaaEbOhjCXHlzeTShjQ5isCw1Q84CCKLfSJ0jHhF2dJNVXcMv6rS85n-O6QYm_i46LGUhSeaIQ1iFJNi8aNj9ki43n3BZBxo.vL82M8vAkGDWW0uWxMfGjcsDKPoOY4e1WhWZ50zW5oM&dib_tag=se&qid=1725957377&s=wireless&sr=1-202,,Motorola,Android 13.0,4 GB,2.2 GHz,4 GB,6.5 Inches,4G,Moto G Stylus 5G (2023),,
